"Original_country_name_in_FUBC_report","Original_crop_name_in_FUBC_report","Year","Year_for_FAO_area","FAO_area_ha","IFA_area_ha","FAO_area_used_Yes_No","IFA_N_t","IFA_P2O5_t","IFA_K2O_t","Comment","Survey_respondent","ISO3_code","Country","Crop","Crop_UNFAO","Crop_UNFAO_aggregated","Crop_for_final_IFA_reporting"
"Denmark","Green maize","2017/18",2018,0,183000,"No",7320,2196,1647,"Silage maize + Maize for biogas","Fertilizers Europe","DNK","Denmark","Green maize","Maize, green","Maize, green","Maize green"
"Denmark","Other cereals","2017/18",2018,984180,991000,"No",77330,15076,24580,"Barley, rye, triticale, oats, rice","Fertilizers Europe","DNK","Denmark","Other cereals","Other cereals","Other cereals","Other cereals"
"Denmark","Oilseed rape","2017/18",2018,142600,143000,"No",17875,1716,3575,NA,"Fertilizers Europe","DNK","Denmark","Oilseed rape","Rapeseed","Rapeseed","Rapeseed"
"Denmark","Other oil crops","2017/18",2018,0,0,"No",0,0,0,"Sunflower, soya, linseed","Fertilizers Europe","DNK","Denmark","Other oil crops","Other oil crops","Other oil Crops","Other oil crops"
"Denmark","Sugar beet","2017/18",2018,34300,34000,"No",3570,782,1700,NA,"Fertilizers Europe","DNK","Denmark","Sugar beet","Sugar beet","Sugar beet","Sugar beet"
"Denmark","Fruits & Treenuts","2017/18",2018,4300,5000,"No",500,145,325,"nuts, herbs, bushes, vineyards","Fertilizers Europe","DNK","Denmark","Fruits & Treenuts","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Denmark","Vegetables","2017/18",2018,10320,19000,"No",3268,741,950,NA,"Fertilizers Europe","DNK","Denmark","Vegetables","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
"Denmark","Pulses (peas, beans)","2017/18",2018,32000,32000,"No",0,448,768,NA,"Fertilizers Europe","DNK","Denmark","Pulses (peas, beans)","Pulses (peas, beans)","Pulses","Pulses"
"Denmark","Potato","2017/18",2018,52000,52000,"No",7124,1092,3536,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe","DNK","Denmark","Potato","Potato","Potato","Roots/tubers"
"Denmark","Total Grassland","2017/18",2018,707000,225000,"No",5850,234,1092,NA,"Fertilizers Europe","DNK","Denmark","Total Grassland","Grassland","Grassland","Grassland"
"Denmark","Fertilized forests","2017/18",2018,NA,20000,"No",200,160,540,NA,"Fertilizers Europe","DNK","Denmark","Fertilized forests","Forestry","Forestry","Residual"
"Denmark","Other crops","2017/18",2018,NA,426000,"No",45170,3124,11878,"Other crops include tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe","DNK","Denmark","Other crops","Other crops","Other crops","Residual"
"Egypt","Fruit Primary","2018",2019,682030,NA,"Yes",123314.094553875,30302.6526217849,22112.5480291046,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","EGY","Egypt","Fruit Primary","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Egypt","Other cereals","2018",2019,230552,NA,"Yes",16936.9375860541,8693.9703711458,5286.82642063944,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","EGY","Egypt","Other cereals","Other cereals","Other cereals","Other cereals"
"Egypt","Other Oil Crops","2018",2019,197942,NA,"Yes",34126.4438975825,9095.67061578676,2458.26729060513,"Based on 2014 fertilizer application rates and 2018 FAO harvested area. Includes Rapeseed.","IFA estimates","EGY","Egypt","Other Oil Crops","Other Oil Crops","Other oil Crops","Other oil crops"
"Egypt","Rice, paddy","2018",2019,799032,NA,"Yes",186704.917789433,13562.0212283978,0,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","EGY","Egypt","Rice, paddy","Rice, paddy","Rice, paddy","Rice"
"Egypt","Roots and Tubers, Total","2018",2019,195592,NA,"Yes",38020.0530731862,18819.224376354,10172.4624105571,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","EGY","Egypt","Roots and Tubers, Total","Roots and tubers nes","Roots and tubers nes","Roots/tubers"
"Egypt","Seed cotton","2018",2019,100000,NA,"Yes",21974.81130501,5075.99209372797,2351.78989938813,"Based on 2014 fertilizer application rates and 2018 FAO harvested area. Area refers to cotton; nutrient quantities refers to fiber crops.","IFA estimates","EGY","Egypt","Seed cotton","Cottonseed","Cottonseed","Cottonseed"
"Egypt","Soybeans","2018",2019,14000,NA,"Yes",708.592401880916,503.626892795166,0,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","EGY","Egypt","Soybeans","Soybeans","Soybeans","Soybeans"
"Egypt","Sugar beet and sugar cane","2018",2019,348496,NA,"Yes",84317.9067925613,23752.0854294704,13480.7923504316,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","EGY","Egypt","Sugar beet and sugar cane","Sugar crops nes","Sugar crops nes","Residual"
"Egypt","Vegetables Primary","2018",2019,636001,NA,"Yes",130011.02304653,32599.9034959351,20825.3042521737,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","EGY","Egypt","Vegetables Primary","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
"Egypt","Wheat","2018",2019,1410912,NA,"Yes",254478.80241825,30813.3605885666,23061.7676621538,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","EGY","Egypt","Wheat","Wheat","Wheat","Wheat"
"Egypt","Grassland","2018",2019,NA,NA,"Yes",0,0,0,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","EGY","Egypt","Grassland","Grassland","Grassland","Grassland"
"Egypt","Residual","2018",2019,261691,NA,"Yes",79479.7843833252,21347.8435547652,10385.3441878373,"Based on 2014 fertilizer application rates and 2018 FAO harvested area. The residual area includes Citrus Fruit, Pulses and Treenuts.","IFA estimates","EGY","Egypt","Residual","Residual","Residual","Residual"
"Egypt","Maize","2018",2019,994818,NA,"Yes",275226.632752312,28233.6487312704,14864.8974971091,"Based on 2014 fertilizer application rates and 2018 FAO harvested area","IFA estimates","EGY","Egypt","Maize","Maize","Maize","Maize"
"Estonia","Wheat","2017/18",2018,154580,155000,"No",19375,3875,6975,NA,"Fertilizers Europe","EST","Estonia","Wheat","Wheat","Wheat","Wheat"
"Estonia","Grain maize, including corn cob maize","2017/18",2018,0,0,"No",0,0,0,NA,"Fertilizers Europe","EST","Estonia","Grain maize, including corn cob maize","Maize","Maize","Maize"
"Estonia","Green maize","2017/18",2018,0,11000,"No",935,165,220,"Silage maize (no maize for biogas in Estonia)","Fertilizers Europe","EST","Estonia","Green maize","Maize, green","Maize, green","Maize green"
"Estonia","Other cereals","2017/18",2018,195850,195000,"No",17265,2640,4710,"Barley, rye, triticale, oats, rice","Fertilizers Europe","EST","Estonia","Other cereals","Other cereals","Other cereals","Other cereals"
"Estonia","Oilseed rape","2017/18",2018,72680,73000,"No",8030,2920,5110,NA,"Fertilizers Europe","EST","Estonia","Oilseed rape","Rapeseed","Rapeseed","Rapeseed"
"Estonia","Other oil crops","2017/18",2018,3590,0,"No",0,0,0,"Sunflower, soya, linseed","Fertilizers Europe","EST","Estonia","Other oil crops","Other oil crops","Other oil Crops","Other oil crops"
"Estonia","Sugar beet","2017/18",2018,0,0,"No",0,0,0,NA,"Fertilizers Europe","EST","Estonia","Sugar beet","Sugar beet","Sugar beet","Sugar beet"
"Estonia","Fruits & Treenuts","2017/18",2018,2530,7000,"No",180,150,120,"nuts, herbs, bushes, vineyards","Fertilizers Europe","EST","Estonia","Fruits & Treenuts","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Estonia","Vegetables","2017/18",2018,1290,4000,"No",320,240,360,NA,"Fertilizers Europe","EST","Estonia","Vegetables","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
"Estonia","Pulses (peas, beans)","2017/18",2018,46810,47000,"No",1410,705,705,NA,"Fertilizers Europe","EST","Estonia","Pulses (peas, beans)","Pulses (peas, beans)","Pulses","Pulses"
"Estonia","Potato","2017/18",2018,3270,5000,"No",375,350,450,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe","EST","Estonia","Potato","Potato","Potato","Roots/tubers"
"Estonia","Total Grassland","2017/18",2018,492000,314000,"No",1750,250,250,NA,"Fertilizers Europe","EST","Estonia","Total Grassland","Grassland","Grassland","Grassland"
"Estonia","Fertilized forests","2017/18",2018,NA,0,"No",0,0,0,NA,"Fertilizers Europe","EST","Estonia","Fertilized forests","Forestry","Forestry","Residual"
"Estonia","Other crops","2017/18",2018,NA,159000,"No",5510,795,850,"Other crops include tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe","EST","Estonia","Other crops","Other crops","Other crops","Residual"
"Finland","Wheat","2017/18",2018,177800,178000,"No",14062,1780,1780,NA,"Fertilizers Europe","FIN","Finland","Wheat","Wheat","Wheat","Wheat"
"Finland","Grain maize, including corn cob maize","2017/18",2018,0,0,"No",0,0,0,NA,"Fertilizers Europe","FIN","Finland","Grain maize, including corn cob maize","Maize","Maize","Maize"
"Finland","Green maize","2017/18",2018,0,1000,"No",50,9,0,"Silage maize (no maize for biogas in Finland)","Fertilizers Europe","FIN","Finland","Green maize","Maize, green","Maize, green","Maize green"
"Finland","Other cereals","2017/18",2018,729000,865000,"No",47727,7383,7383,"Barley, rye, triticale, oats, rice","Fertilizers Europe","FIN","Finland","Other cereals","Other cereals","Other cereals","Other cereals"
"Finland","Oilseed rape","2017/18",2018,53300,56000,"No",4592,1008,1008,NA,"Fertilizers Europe","FIN","Finland","Oilseed rape","Rapeseed","Rapeseed","Rapeseed"
"Finland","Other oil crops","2017/18",2018,1500,4000,"No",160,72,80,"Sunflower, soya, linseed","Fertilizers Europe","FIN","Finland","Other oil crops","Other oil crops","Other oil Crops","Other oil crops"
"Finland","Sugar beet","2017/18",2018,9800,10000,"No",850,550,540,NA,"Fertilizers Europe","FIN","Finland","Sugar beet","Sugar beet","Sugar beet","Sugar beet"
"Finland","Fruits & Treenuts","2017/18",2018,13400,4000,"No",160,124,280,"nuts, herbs, bushes, vineyards","Fertilizers Europe","FIN","Finland","Fruits & Treenuts","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Finland","Vegetables","2017/18",2018,10570,15000,"No",1200,945,1320,NA,"Fertilizers Europe","FIN","Finland","Vegetables","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
"Finland","Pulses (peas, beans)","2017/18",2018,24700,31000,"No",1085,744,775,NA,"Fertilizers Europe","FIN","Finland","Pulses (peas, beans)","Pulses (peas, beans)","Pulses","Pulses"
"Finland","Potato","2017/18",2018,21400,21000,"No",1365,1659,1848,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe","FIN","Finland","Potato","Potato","Potato","Roots/tubers"
"Finland","Total Grassland","2017/18",2018,787000,763000,"No",61803,6104,21364,NA,"Fertilizers Europe","FIN","Finland","Total Grassland","Grassland","Grassland","Grassland"
"Finland","Fertilized forests","2017/18",2018,NA,50000,"No",2500,750,500,NA,"Fertilizers Europe","FIN","Finland","Fertilized forests","Forestry","Forestry","Residual"
"Finland","Other crops","2017/18",2018,NA,75000,"No",4250,904,1079,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe","FIN","Finland","Other crops","Other crops","Other crops","Residual"
"France","Wheat","2017/18",2018,5234090,5236000,"No",863940,99484,83776,NA,"Fertilizers Europe","FRA","France","Wheat","Wheat","Wheat","Wheat"
"France","Grain maize, including corn cob maize","2017/18",2018,1426260,1490000,"No",216050,56620,52150,NA,"Fertilizers Europe","FRA","France","Grain maize, including corn cob maize","Maize","Maize","Maize"
"France","Green maize","2017/18",2018,NA,1420000,"No",49700,28400,28400,"Silage maize (no maize for biogas in France)","Fertilizers Europe","FRA","France","Green maize","Maize, green","Maize, green","Maize green"
"France","Other cereals","2017/18",2018,2394970,2333000,"No",283410,41994,36198,"Barley, rye, triticale, oats, rice","Fertilizers Europe","FRA","France","Other cereals","Other cereals","Other cereals","Other cereals"
"France","Oilseed rape","2017/18",2018,1616590,1617000,"No",258720,51744,56595,NA,"Fertilizers Europe","FRA","France","Oilseed rape","Rapeseed","Rapeseed","Rapeseed"
"France","Other oil crops","2017/18",2018,758170,741000,"No",26676,19266,14820,"Sunflower, soya, linseed","Fertilizers Europe","FRA","France","Other oil crops","Other oil crops","Other oil Crops","Other oil crops"
"France","Sugar beet","2017/18",2018,485850,486000,"No",48600,24300,36450,NA,"Fertilizers Europe","FRA","France","Sugar beet","Sugar beet","Sugar beet","Sugar beet"
"France","Fruits & Treenuts","2017/18",2018,937220,930000,"No",32700,18600,18750,"nuts, herbs, bushes, vineyards","Fertilizers Europe","FRA","France","Fruits & Treenuts","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"France","Vegetables","2017/18",2018,198400,240000,"No",21600,12000,13200,NA,"Fertilizers Europe","FRA","France","Vegetables","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
"France","Pulses (peas, beans)","2017/18",2018,292860,227000,"No",0,7945,6810,NA,"Fertilizers Europe","FRA","France","Pulses (peas, beans)","Pulses (peas, beans)","Pulses","Pulses"
"France","Potato","2017/18",2018,199886,191000,"No",22920,9550,16235,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe","FRA","France","Potato","Potato","Potato","Roots/tubers"
"France","Total Grassland","2017/18",2018,12613500,12260000,"No",402210,39240,49050,NA,"Fertilizers Europe","FRA","France","Total Grassland","Grassland","Grassland","Grassland"
"France","Fertilized forests","2017/18",2018,NA,0,"No",0,0,0,NA,"Fertilizers Europe","FRA","France","Fertilized forests","Forestry","Forestry","Residual"
"France","Other crops","2017/18",2018,0,721000,"No",16400,17100,34800,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe","FRA","France","Other crops","Other crops","Other crops","Residual"
"Germany","Wheat","2017/18",2018,3036300,3202000,"No",480300,38424,48030,"revised in Dec. 2021","Fertilizers Europe","DEU","Germany","Wheat","Wheat","Wheat","Wheat"
"Germany","Grain maize, including corn cob maize","2017/18",2018,410900,432000,"No",51840,19440,23328,"revised in Dec. 2021","Fertilizers Europe","DEU","Germany","Grain maize, including corn cob maize","Maize","Maize","Maize"
"Germany","Green maize","2017/18",2018,4813,2144000,"No",110032,17152,32160,"Silage maize + Maize for biogas","Fertilizers Europe","DEU","Germany","Green maize","Maize, green","Maize, green","Maize green"
"Germany","Other cereals","2017/18",2018,2694400,2643000,"No",308375,36559,37002,"Barley, rye, triticale, oats, rice; revised in December 2021","Fertilizers Europe","DEU","Germany","Other cereals","Other cereals","Other cereals","Other cereals"
"Germany","Oilseed rape","2017/18",2018,1228300,1224000,"No",171360,30600,91800,"revised in Dec. 2021","Fertilizers Europe","DEU","Germany","Oilseed rape","Rapeseed","Rapeseed","Rapeseed"
"Germany","Other oil crops","2017/18",2018,52500,45000,"No",1800,765,1980,"Sunflower, soya, linseed; revised in December 2021","Fertilizers Europe","DEU","Germany","Other oil crops","Other oil crops","Other oil Crops","Other oil crops"
"Germany","Sugar beet","2017/18",2018,413900,410000,"No",51250,24600,56990,"revised in Dec. 2021","Fertilizers Europe","DEU","Germany","Sugar beet","Sugar beet","Sugar beet","Sugar beet"
"Germany","Fruits & Treenuts","2017/18",2018,173002,206000,"No",8240,1236,10300,"nuts, herbs, bushes, vineyards; revised in December 2021","Fertilizers Europe","DEU","Germany","Fruits & Treenuts","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Germany","Vegetables","2017/18",2018,103090,140000,"No",23100,7000,18200,"revised in Dec. 2021","Fertilizers Europe","DEU","Germany","Vegetables","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
"Germany","Pulses (peas, beans)","2017/18",2018,167600,115000,"No",805,1725,5175,"revised in Dec. 2021","Fertilizers Europe","DEU","Germany","Pulses (peas, beans)","Pulses (peas, beans)","Pulses","Pulses"
"Germany","Potato","2017/18",2018,252200,252000,"No",34020,15120,41580,"Data for potatoes can be used as proxy for Roots and tubers; revised in December 2021","Fertilizers Europe","DEU","Germany","Potato","Potato","Potato","Roots/tubers"
"Germany","Total Grassland","2017/18",2018,7584000,4650000,"No",229100,15800,19750,"revised in Dec. 2021","Fertilizers Europe","DEU","Germany","Total Grassland","Grassland","Grassland","Grassland"
"Germany","Fertilized forests","2017/18",2018,NA,0,"No",0,0,0,"revised in Dec. 2021","Fertilizers Europe","DEU","Germany","Fertilized forests","Forestry","Forestry","Residual"
"Germany","Other crops","2017/18",2018,NA,813000,"No",52120,9674,28925,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe","DEU","Germany","Other crops","Other crops","Other crops","Residual"
"Greece","Wheat","2017/18",2018,404490,430000,"No",22360,5590,0,NA,"Fertilizers Europe","GRC","Greece","Wheat","Wheat","Wheat","Wheat"
"Greece","Grain maize, including corn cob maize","2017/18",2018,113450,100000,"No",25000,2400,700,NA,"Fertilizers Europe","GRC","Greece","Grain maize, including corn cob maize","Maize","Maize","Maize"
"Greece","Green maize","2017/18",2018,0,20000,"No",3600,440,100,"Silage maize (no maize for biogas in Greece)","Fertilizers Europe","GRC","Greece","Green maize","Maize, green","Maize, green","Maize green"
"Greece","Other cereals","2017/18",2018,270040,280000,"No",14000,4240,150,"Barley, rye, triticale, oats, rice","Fertilizers Europe","GRC","Greece","Other cereals","Other cereals","Other cereals","Other cereals"
"Greece","Oilseed rape","2017/18",2018,3390,10000,"No",500,150,100,NA,"Fertilizers Europe","GRC","Greece","Oilseed rape","Rapeseed","Rapeseed","Rapeseed"
"Greece","Other oil crops","2017/18",2018,1047830,80000,"No",3600,1760,800,"Sunflower, soya, linseed","Fertilizers Europe","GRC","Greece","Other oil crops","Other oil crops","Other oil Crops","Other oil crops"
"Greece","Sugar beet","2017/18",2018,1430,5000,"No",475,150,80,NA,"Fertilizers Europe","GRC","Greece","Sugar beet","Sugar beet","Sugar beet","Sugar beet"
"Greece","Fruits & Treenuts","2017/18",2018,350610,1116000,"No",48238,16890,15764,"nuts, herbs, bushes, vineyards","Fertilizers Europe","GRC","Greece","Fruits & Treenuts","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Greece","Vegetables","2017/18",2018,62350,64000,"No",14080,4864,10432,NA,"Fertilizers Europe","GRC","Greece","Vegetables","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
"Greece","Pulses (peas, beans)","2017/18",2018,134220,17000,"No",255,102,102,NA,"Fertilizers Europe","GRC","Greece","Pulses (peas, beans)","Pulses (peas, beans)","Pulses","Pulses"
"Greece","Potato","2017/18",2018,16830,20000,"No",3300,1840,2960,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe","GRC","Greece","Potato","Potato","Potato","Roots/tubers"
"Greece","Total Grassland","2017/18",2018,2882000,3560000,"No",0,0,0,NA,"Fertilizers Europe","GRC","Greece","Total Grassland","Grassland","Grassland","Grassland"
"Greece","Fertilized forests","2017/18",2018,NA,0,"No",0,0,0,NA,"Fertilizers Europe","GRC","Greece","Fertilized forests","Forestry","Forestry","Residual"
"Greece","Other crops","2017/18",2018,NA,790000,"No",42855,11740,14495,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe","GRC","Greece","Other crops","Other crops","Other crops","Residual"
"Hungary","Wheat","2017/18",2018,1026150,960000,"No",115200,24000,12480,NA,"Fertilizers Europe","HUN","Hungary","Wheat","Wheat","Wheat","Wheat"
"Hungary","Grain maize, including corn cob maize","2017/18",2018,939080,990000,"No",118800,21780,29700,NA,"Fertilizers Europe","HUN","Hungary","Grain maize, including corn cob maize","Maize","Maize","Maize"
"Hungary","Green maize","2017/18",2018,NA,62000,"No",7420,180,360,"Silage maize + Maize for biogas","Fertilizers Europe","HUN","Hungary","Green maize","Maize, green","Maize, green","Maize green"
"Hungary","Other cereals","2017/18",2018,402730,455000,"No",27145,6825,5925,"Barley, rye, triticale, oats, rice","Fertilizers Europe","HUN","Hungary","Other cereals","Other cereals","Other cereals","Other cereals"
"Hungary","Oilseed rape","2017/18",2018,330560,293000,"No",38090,11720,8790,NA,"Fertilizers Europe","HUN","Hungary","Oilseed rape","Rapeseed","Rapeseed","Rapeseed"
"Hungary","Other oil crops","2017/18",2018,703920,730000,"No",54750,11680,16790,"Sunflower, soya, linseed","Fertilizers Europe","HUN","Hungary","Other oil crops","Other oil crops","Other oil Crops","Other oil crops"
"Hungary","Sugar beet","2017/18",2018,15770,15000,"No",1245,180,555,NA,"Fertilizers Europe","HUN","Hungary","Sugar beet","Sugar beet","Sugar beet","Sugar beet"
"Hungary","Fruits & Treenuts","2017/18",2018,154880,164000,"No",13280,800,0,"nuts, herbs, bushes, vineyards","Fertilizers Europe","HUN","Hungary","Fruits & Treenuts","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"Hungary","Vegetables","2017/18",2018,47412,75000,"No",6600,1275,3600,NA,"Fertilizers Europe","HUN","Hungary","Vegetables","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
"Hungary","Pulses (peas, beans)","2017/18",2018,17170,20000,"No",1000,300,440,NA,"Fertilizers Europe","HUN","Hungary","Pulses (peas, beans)","Pulses (peas, beans)","Pulses","Pulses"
"Hungary","Potato","2017/18",2018,13510,13000,"No",715,260,286,"Data for potatoes can be used as proxy for Roots and tubers","Fertilizers Europe","HUN","Hungary","Potato","Potato","Potato","Roots/tubers"
"Hungary","Total Grassland","2017/18",2018,861000,790000,"No",1760,160,160,NA,"Fertilizers Europe","HUN","Hungary","Total Grassland","Grassland","Grassland","Grassland"
"Hungary","Fertilized forests","2017/18",2018,NA,0,"No",0,0,0,NA,"Fertilizers Europe","HUN","Hungary","Fertilized forests","Forestry","Forestry","Residual"
"Hungary","Other crops","2017/18",2018,NA,217500,"No",7059,1261,1072,"Tobacco, poppy, fodder (legumes), fodder (other), short rotation coppice, perenial herbaceous crops","Fertilizers Europe","HUN","Hungary","Other crops","Other crops","Other crops","Residual"
"India","Wheat","2018/19",2018,29650590,31478000,"No",3535940,1050847,181360,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Wheat","Wheat","Wheat","Wheat"
"India","Rice","2018/19",2018,44156450,45530000,"No",6163176,2351298,1002328,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Rice","Rice, paddy","Rice, paddy","Rice"
"India","Maize, Grain","2018/19",2018,9380070,8992000,"No",936623,381314,168810,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Maize, Grain","Maize","Maize","Maize"
"India","Maize, Green (silage, bioenergy)","2018/19",2018,NA,NA,"No",NA,NA,NA,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Maize, Green (silage, bioenergy)","Maize, green","Maize, green","Maize green"
"India","Other Cereals","2018/19",2018,14906410,14940000,"No",978694,256746,51061,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Other Cereals","Other cereals","Other cereals","Other cereals"
"India","Soybeans","2018/19",2018,10328830,10945000,"No",399090,343157,39651,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Soybeans","Soybeans","Soybeans","Soybeans"
"India","Oil Palm","2018/19",2018,0,79000,"No",8873,4098,6314,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Oil Palm","Oil palm fruit","Oil palm fruit","Oil palm"
"India","Rapeseed / Canola","2018/19",2018,5977160,5629000,"No",312408,149349,63761,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Rapeseed / Canola","Rapeseed","Rapeseed","Rapeseed"
"India","Other Oil Crops","2018/19",2018,10281880,10217000,"No",506986,238554,87754,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Other Oil Crops","Other Oil Crops","Other oil Crops","Other oil crops"
"India","Cotton","2018/19",2018,12350000,12440000,"No",1519200,610971,204220,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Cotton","Cottonseed","Cottonseed","Cottonseed"
"India","Jute","2018/19",2018,685750,687000,"No",48379,14798,15068,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Jute","Jute","Jute","Residual"
"India","Sugar Cane","2018/19",2018,4737060,5094000,"No",937148,464725,278320,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Sugar Cane","Sugar cane","Sugar cane","Sugar cane"
"India","Tea","2018/19",2018,622947,675000,"No",20298,2763,1133,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Tea","Tea","Tea","Tea"
"India","Coffee","2018/19",2018,413020,366000,"No",50061,20409,10925,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Coffee","Coffee, green","Coffee, green","Coffee green"
"India","Cocoa","2018/19",2018,89000,10000,"No",237,53,201,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Cocoa","Cocoa, beans","Cocoa, beans","Residual"
"India","Roots & Tubers","2018/19",2018,2446000,540000,"No",46887,28024,22996,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Roots & Tubers","Roots and tubers nes","Roots and tubers nes","Roots/tubers"
"India","Fruits & Treenuts","2018/19",2018,8993767,4771000,"No",376916,137408,203668,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Fruits & Treenuts","Fruit, fresh nes","Fruit primary and citrus fruits and treenuts","Fruit primary and citrus fruits and treenuts"
"India","Vegetables","2018/19",2018,8419776,6615000,"No",452234,223691,156510,"FAI applied 2017/18 crop area breakdown to 2018/19 total area and applied 2016/17 breakdown of nutrient use by crop to 2018/19 total use.","Fertilizer Association of India (FAI)","IND","India","Vegetables","Vegetables, fresh nes","Vegetables, fresh nes","Vegetables"
